""ID"",""DepartmentID"",""Department"",""ZipCode"",""EmployeeCount""
""77"",""210"",""OMB - Finance"",""47150"",""1""
""78"",""210"",""OMB - Finance"",""47165"",""1""
""79"",""215"",""OMB - Revenue Commission"",""40047"",""2""
""80"",""215"",""OMB - Revenue Commission"",""40206"",""1""
""81"",""215"",""OMB - Revenue Commission"",""40207"",""1""
""82"",""215"",""OMB - Revenue Commission"",""40208"",""2""
""83"",""215"",""OMB - Revenue Commission"",""40210       "",""1""
""84"",""215"",""OMB - Revenue Commission"",""40214"",""3""
""85"",""215"",""OMB - Revenue Commission"",""40215       "",""1""
""86"",""215"",""OMB - Revenue Commission"",""40216       "",""4""
""87"",""215"",""OMB - Revenue Commission"",""40219"",""1""
""88"",""215"",""OMB - Revenue Commission"",""40241"",""1""
""89"",""215"",""OMB - Revenue Commission"",""40242"",""1""
""90"",""215"",""OMB - Revenue Commission"",""40245"",""1""
""91"",""215"",""OMB - Revenue Commission"",""40258"",""2""
""92"",""215"",""OMB - Revenue Commission"",""40272"",""1""
""93"",""215"",""OMB - Revenue Commission"",""47112"",""1""
""94"",""215"",""OMB - Revenue Commission"",""47130"",""1""
""95"",""215"",""OMB - Revenue Commission"",""47136"",""1""
""96"",""215"",""OMB - Revenue Commission"",""47150"",""1""
""97"",""225"",""Human Resources               "",""40014"",""1""
""98"",""225"",""Human Resources               "",""40150"",""1""
""99"",""225"",""Human Resources               "",""40160"",""1""
""100"",""225"",""Human Resources               "",""40203       "",""1""
""101"",""225"",""Human Resources               "",""40205"",""1""
""102"",""225"",""Human Resources               "",""40207"",""1""
""103"",""225"",""Human Resources               "",""40213       "",""2""
""104"",""225"",""Human Resources               "",""40215"",""1""
""105"",""225"",""Human Resources               "",""40216       "",""1""
""106"",""225"",""Human Resources               "",""40218"",""1""
""107"",""225"",""Human Resources               "",""40219"",""1""
""108"",""225"",""Human Resources               "",""40220"",""1""
""109"",""225"",""Human Resources               "",""40228"",""2""
""110"",""225"",""Human Resources               "",""40242"",""1""
""111"",""225"",""Human Resources               "",""40245"",""3""
""112"",""225"",""Human Resources               "",""40299"",""1""
""113"",""225"",""Human Resources               "",""47111"",""1""
""114"",""225"",""Human Resources               "",""47122"",""1""
""115"",""225"",""Human Resources               "",""47150"",""1""
""116"",""230"",""Human Relations Commission    "",""40210       "",""1""
""117"",""230"",""Human Relations Commission    "",""40212       "",""1""
""118"",""230"",""Human Relations Commission    "",""40216       "",""3""
""119"",""230"",""Human Relations Commission    "",""40219"",""1""
""120"",""230"",""Human Relations Commission    "",""40228"",""1""
""121"",""230"",""Human Relations Commission    "",""40299"",""2""
""122"",""235"",""Civic Innovation & Technology"",""40056"",""1""
""123"",""235"",""Civic Innovation & Technology"",""40068"",""1""
""124"",""235"",""Civic Innovation & Technology"",""40175"",""1""
""125"",""235"",""Civic Innovation & Technology"",""40203"",""1""
""126"",""235"",""Civic Innovation & Technology"",""40204"",""1""
""127"",""235"",""Civic Innovation & Technology"",""40205       "",""1""
""128"",""235"",""Civic Innovation & Technology"",""40207       "",""2""
""129"",""235"",""Civic Innovation & Technology"",""40208"",""1""
""130"",""235"",""Civic Innovation & Technology"",""40213       "",""1""
""131"",""235"",""Civic Innovation & Technology"",""40214       "",""2""
""132"",""235"",""Civic Innovation & Technology"",""40215"",""1""
""133"",""235"",""Civic Innovation & Technology"",""40216"",""1""
""134"",""235"",""Civic Innovation & Technology"",""40217       "",""3""
""135"",""235"",""Civic Innovation & Technology"",""40218"",""2""
""136"",""235"",""Civic Innovation & Technology"",""40219       "",""1""
""137"",""235"",""Civic Innovation & Technology"",""40220"",""3""
""138"",""235"",""Civic Innovation & Technology"",""40228"",""1""
""139"",""235"",""Civic Innovation & Technology"",""40245"",""1""
""140"",""235"",""Civic Innovation & Technology"",""40272"",""1""
""141"",""235"",""Civic Innovation & Technology"",""40291       "",""1""
""142"",""235"",""Civic Innovation & Technology"",""40299"",""1""
""143"",""235"",""Civic Innovation & Technology"",""47130"",""2""
""144"",""235"",""Civic Innovation & Technology"",""47250"",""1""
""145"",""245"",""Fleet & Facilities"",""40004       "",""1""
""146"",""245"",""Fleet & Facilities"",""40008"",""1""
""147"",""245"",""Fleet & Facilities"",""40014"",""1""
""148"",""245"",""Fleet & Facilities"",""40031"",""1""
""149"",""245"",""Fleet & Facilities"",""40047"",""2""
""150"",""245"",""Fleet & Facilities"",""40051"",""1""
""151"",""245"",""Fleet & Facilities"",""40059"",""1""
""152"",""245"",""Fleet & Facilities"",""40071"",""2""
""153"",""245"",""Fleet & Facilities"",""40108"",""1""
""154"",""245"",""Fleet & Facilities"",""40109"",""1""
""155"",""245"",""Fleet & Facilities"",""40118       "",""3""
""156"",""245"",""Fleet & Facilities"",""40165       "",""5""
""157"",""245"",""Fleet & Facilities"",""40175"",""2""
""158"",""245"",""Fleet & Facilities"",""40202"",""1""
""159"",""245"",""Fleet & Facilities"",""40203"",""1""
""160"",""245"",""Fleet & Facilities"",""40204"",""5""
""161"",""245"",""Fleet & Facilities"",""40205"",""2""
""162"",""245"",""Fleet & Facilities"",""40206"",""2""
""163"",""245"",""Fleet & Facilities"",""40208"",""1""
""164"",""245"",""Fleet & Facilities"",""40210       "",""5""
""165"",""245"",""Fleet & Facilities"",""40211       "",""8""
""166"",""245"",""Fleet & Facilities"",""40212       "",""11""
""167"",""245"",""Fleet & Facilities"",""40213       "",""1""
""168"",""245"",""Fleet & Facilities"",""40214"",""6""
""169"",""245"",""Fleet & Facilities"",""40215"",""5""
""170"",""245"",""Fleet & Facilities"",""40216       "",""13""
""171"",""245"",""Fleet & Facilities"",""40217"",""2""
""172"",""245"",""Fleet & Facilities"",""40218"",""2""
""173"",""245"",""Fleet & Facilities"",""40219       "",""3""
""174"",""245"",""Fleet & Facilities"",""40220       "",""4""
""175"",""245"",""Fleet & Facilities"",""40228"",""1""
""176"",""245"",""Fleet & Facilities"",""40229"",""4""
""177"",""245"",""Fleet & Facilities"",""40241"",""1""
""178"",""245"",""Fleet & Facilities"",""40258"",""5""
""179"",""245"",""Fleet & Facilities"",""40272       "",""5""
""180"",""245"",""Fleet & Facilities"",""40291"",""3""
""181"",""245"",""Fleet & Facilities"",""40299"",""2""
""182"",""245"",""Fleet & Facilities"",""40513"",""1""
""183"",""245"",""Fleet & Facilities"",""42701       "",""1""
""184"",""245"",""Fleet & Facilities"",""47111"",""1""
""185"",""245"",""Fleet & Facilities"",""47114       "",""1""
""186"",""245"",""Fleet & Facilities"",""47117"",""1""
""187"",""245"",""Fleet & Facilities"",""47130"",""3""
""188"",""245"",""Fleet & Facilities"",""47172"",""1""
""189"",""305"",""Metro Police                  "",""40004"",""3""
""190"",""305"",""Metro Police                  "",""40006"",""1""
""191"",""305"",""Metro Police                  "",""40013"",""7""
""192"",""305"",""Metro Police                  "",""40014"",""27""
""193"",""305"",""Metro Police                  "",""40022"",""2""
""194"",""305"",""Metro Police                  "",""40023       "",""33""
""195"",""305"",""Metro Police                  "",""40026"",""3""
""196"",""305"",""Metro Police                  "",""40031"",""20""
""197"",""305"",""Metro Police                  "",""40046"",""3""
""198"",""305"",""Metro Police                  "",""40047"",""45""
""199"",""305"",""Metro Police                  "",""40051"",""1""
""200"",""305"",""Metro Police                  "",""40056"",""1""
""201"",""305"",""Metro Police                  "",""40059"",""8""
""202"",""305"",""Metro Police                  "",""40065"",""8""
""203"",""305"",""Metro Police                  "",""40067"",""1""
""204"",""305"",""Metro Police                  "",""40068"",""1""
""205"",""305"",""Metro Police                  "",""40070"",""1""
""206"",""305"",""Metro Police                  "",""40071"",""35""
""207"",""305"",""Metro Police                  "",""40076"",""2""
""208"",""305"",""Metro Police                  "",""40104"",""1""
""209"",""305"",""Metro Police                  "",""40108"",""3""
""210"",""305"",""Metro Police                  "",""40109"",""1""
""211"",""305"",""Metro Police                  "",""40118       "",""7""
""212"",""305"",""Metro Police                  "",""40150"",""1""
""213"",""305"",""Metro Police                  "",""40160       "",""2""
""214"",""305"",""Metro Police                  "",""40165"",""26""
""215"",""305"",""Metro Police                  "",""40175"",""4""
""216"",""305"",""Metro Police                  "",""40177"",""2""
""217"",""305"",""Metro Police                  "",""40202"",""3""
""218"",""305"",""Metro Police                  "",""40203       "",""6""
""219"",""305"",""Metro Police                  "",""40204"",""5""
""220"",""305"",""Metro Police                  "",""40205"",""13""
""221"",""305"",""Metro Police                  "",""40206"",""9""
""222"",""305"",""Metro Police                  "",""40207"",""12""
""223"",""305"",""Metro Police                  "",""40208"",""4""
""224"",""305"",""Metro Police                  "",""40210       "",""5""
""225"",""305"",""Metro Police                  "",""40211"",""19""
""226"",""305"",""Metro Police                  "",""40212"",""4""
""227"",""305"",""Metro Police                  "",""40213"",""8""
""228"",""305"",""Metro Police                  "",""40214       "",""32""
""229"",""305"",""Metro Police                  "",""40215"",""9""
""230"",""305"",""Metro Police                  "",""40216"",""19""
""231"",""305"",""Metro Police                  "",""40217"",""10""
""232"",""305"",""Metro Police                  "",""40218       "",""16""
""233"",""305"",""Metro Police                  "",""40219"",""26""
""234"",""305"",""Metro Police                  "",""40220       "",""28""
""235"",""305"",""Metro Police                  "",""40222"",""15""
""236"",""305"",""Metro Police                  "",""40223"",""5""
""237"",""305"",""Metro Police                  "",""40228"",""26""
""238"",""305"",""Metro Police                  "",""40229"",""30""
""239"",""305"",""Metro Police                  "",""40241"",""20""
""240"",""305"",""Metro Police                  "",""40242"",""7""
""241"",""305"",""Metro Police                  "",""40243       "",""10""
""242"",""305"",""Metro Police                  "",""40245"",""54""
""243"",""305"",""Metro Police                  "",""40258       "",""22""
""244"",""305"",""Metro Police                  "",""40272"",""38""
""245"",""305"",""Metro Police                  "",""40291"",""69""
""246"",""305"",""Metro Police                  "",""40299"",""62""
""247"",""305"",""Metro Police                  "",""40379"",""1""
""248"",""305"",""Metro Police                  "",""41008"",""1""
""249"",""305"",""Metro Police                  "",""42701"",""1""
""250"",""305"",""Metro Police                  "",""47106"",""2""
""251"",""305"",""Metro Police                  "",""47111"",""5""
""252"",""305"",""Metro Police                  "",""47112"",""6""
""253"",""305"",""Metro Police                  "",""47117"",""1""
""254"",""305"",""Metro Police                  "",""47119"",""5""
""255"",""305"",""Metro Police                  "",""47122"",""6""
""256"",""305"",""Metro Police                  "",""47124"",""6""
""257"",""305"",""Metro Police                  "",""47126"",""1""
""258"",""305"",""Metro Police                  "",""47129"",""3""
""259"",""305"",""Metro Police                  "",""47130"",""9""
""260"",""305"",""Metro Police                  "",""47136"",""4""
""261"",""305"",""Metro Police                  "",""47142       "",""1""
""262"",""305"",""Metro Police                  "",""47143"",""2""
""263"",""305"",""Metro Police                  "",""47150       "",""10""
""264"",""305"",""Metro Police                  "",""47164       "",""2""
""265"",""305"",""Metro Police                  "",""47165"",""1""
""266"",""305"",""Metro Police                  "",""47172"",""5""
""267"",""305"",""Metro Police                  "",""47177"",""1""
""268"",""305"",""Metro Police                  "",""47452"",""1""
""269"",""305"",""Metro Police                  "",""47454"",""1""
""270"",""355"",""Fire & Rescue                 "",""40004"",""3""
""271"",""355"",""Fire & Rescue                 "",""40008"",""2""
""272"",""355"",""Fire & Rescue                 "",""40013       "",""2""
""273"",""355"",""Fire & Rescue                 "",""40014"",""13""
""274"",""355"",""Fire & Rescue                 "",""40019"",""1""
""275"",""355"",""Fire & Rescue                 "",""40023"",""5""
""276"",""355"",""Fire & Rescue                 "",""40026"",""2""
""277"",""355"",""Fire & Rescue                 "",""40031"",""8""
""278"",""355"",""Fire & Rescue                 "",""40047"",""14""
""279"",""355"",""Fire & Rescue                 "",""40059       "",""2""
""280"",""355"",""Fire & Rescue                 "",""40065"",""2""
""281"",""355"",""Fire & Rescue                 "",""40067       "",""1""
""282"",""355"",""Fire & Rescue                 "",""40068"",""2""
""283"",""355"",""Fire & Rescue                 "",""40071"",""11""
""284"",""355"",""Fire & Rescue                 "",""40108"",""2""
""285"",""355"",""Fire & Rescue                 "",""40109"",""1""
""286"",""355"",""Fire & Rescue                 "",""40118"",""1""
""287"",""355"",""Fire & Rescue                 "",""40142       "",""1""
""288"",""355"",""Fire & Rescue                 "",""40150"",""1""
""289"",""355"",""Fire & Rescue                 "",""40165"",""8""
""290"",""355"",""Fire & Rescue                 "",""40175"",""1""
""291"",""355"",""Fire & Rescue                 "",""40177"",""1""
""292"",""355"",""Fire & Rescue                 "",""40178"",""1""
""293"",""355"",""Fire & Rescue                 "",""40204"",""1""
""294"",""355"",""Fire & Rescue                 "",""40205"",""10""
""295"",""355"",""Fire & Rescue                 "",""40206"",""3""
""296"",""355"",""Fire & Rescue                 "",""40207"",""8""
""297"",""355"",""Fire & Rescue                 "",""40211       "",""4""
""298"",""355"",""Fire & Rescue                 "",""40212       "",""3""
""299"",""355"",""Fire & Rescue                 "",""40213"",""2""
""300"",""355"",""Fire & Rescue                 "",""40214"",""13""
""301"",""355"",""Fire & Rescue                 "",""40216"",""7""
""302"",""355"",""Fire & Rescue                 "",""40217"",""2""
""303"",""355"",""Fire & Rescue                 "",""40218       "",""2""
""304"",""355"",""Fire & Rescue                 "",""40219"",""5""
""305"",""355"",""Fire & Rescue                 "",""40220       "",""14""
""306"",""355"",""Fire & Rescue                 "",""40222"",""5""
""307"",""355"",""Fire & Rescue                 "",""40223"",""4""
""308"",""355"",""Fire & Rescue                 "",""40228       "",""7""
""309"",""355"",""Fire & Rescue                 "",""40229       "",""6""
""310"",""355"",""Fire & Rescue                 "",""40241"",""5""
""311"",""355"",""Fire & Rescue                 "",""40242"",""4""
""312"",""355"",""Fire & Rescue                 "",""40243"",""4""
""313"",""355"",""Fire & Rescue                 "",""40245"",""7""
""314"",""355"",""Fire & Rescue                 "",""40258"",""12""
""315"",""355"",""Fire & Rescue                 "",""40272"",""9""
""316"",""355"",""Fire & Rescue                 "",""40291"",""15""
""317"",""355"",""Fire & Rescue                 "",""40299       "",""21""
""318"",""355"",""Fire & Rescue                 "",""40342"",""1""
""319"",""355"",""Fire & Rescue                 "",""40509"",""1""
""320"",""355"",""Fire & Rescue                 "",""42303"",""1""
""321"",""355"",""Fire & Rescue                 "",""42351"",""1""
""322"",""355"",""Fire & Rescue                 "",""42602"",""1""
""323"",""355"",""Fire & Rescue                 "",""42701"",""2""
""324"",""355"",""Fire & Rescue                 "",""42726       "",""2""
""325"",""355"",""Fire & Rescue                 "",""42754"",""3""
""326"",""355"",""Fire & Rescue                 "",""47111"",""3""
""327"",""355"",""Fire & Rescue                 "",""47112"",""2""
""328"",""355"",""Fire & Rescue                 "",""47114"",""1""
""329"",""355"",""Fire & Rescue                 "",""47117"",""1""
""330"",""355"",""Fire & Rescue                 "",""47119       "",""5""
""331"",""355"",""Fire & Rescue                 "",""47122"",""3""
""332"",""355"",""Fire & Rescue                 "",""47124"",""1""
""333"",""355"",""Fire & Rescue                 "",""47126"",""1""
""334"",""355"",""Fire & Rescue                 "",""47129       "",""3""
""335"",""355"",""Fire & Rescue                 "",""47130"",""6""
""336"",""355"",""Fire & Rescue                 "",""47135"",""1""
""337"",""355"",""Fire & Rescue                 "",""47136"",""3""
""338"",""355"",""Fire & Rescue                 "",""47150"",""5""
""339"",""355"",""Fire & Rescue                 "",""47172"",""1""
""340"",""355"",""Fire & Rescue                 "",""47177       "",""1""
""341"",""362"",""Louisville Metro EMS          "",""40045       "",""1""
""342"",""362"",""Louisville Metro EMS          "",""40047"",""2""
""343"",""362"",""Louisville Metro EMS          "",""40059"",""1""
""344"",""362"",""Louisville Metro EMS          "",""40065"",""3""
""345"",""362"",""Louisville Metro EMS          "",""40068"",""1""
""346"",""362"",""Louisville Metro EMS          "",""40071"",""5""
""347"",""362"",""Louisville Metro EMS          "",""40118       "",""3""
""348"",""362"",""Louisville Metro EMS          "",""40165"",""4""
""349"",""362"",""Louisville Metro EMS          "",""40204"",""1""
""350"",""362"",""Louisville Metro EMS          "",""40205"",""1""
""351"",""362"",""Louisville Metro EMS          "",""40207"",""1""
""352"",""362"",""Louisville Metro EMS          "",""40208       "",""2""
""353"",""362"",""Louisville Metro EMS          "",""40210       "",""1""
""354"",""362"",""Louisville Metro EMS          "",""40213       "",""2""
""355"",""362"",""Louisville Metro EMS          "",""40214"",""4""
""356"",""362"",""Louisville Metro EMS          "",""40215"",""2""
""357"",""362"",""Louisville Metro EMS          "",""40216"",""5""
""358"",""362"",""Louisville Metro EMS          "",""40218"",""1""
""359"",""362"",""Louisville Metro EMS          "",""40219       "",""2""
""360"",""362"",""Louisville Metro EMS          "",""40220"",""1""
""361"",""362"",""Louisville Metro EMS          "",""40222"",""1""
""362"",""362"",""Louisville Metro EMS          "",""40223"",""2""
""363"",""362"",""Louisville Metro EMS          "",""40228"",""2""
""364"",""362"",""Louisville Metro EMS          "",""40229"",""4""
""365"",""362"",""Louisville Metro EMS          "",""40241"",""2""
""366"",""362"",""Louisville Metro EMS          "",""40243"",""1""
""367"",""362"",""Louisville Metro EMS          "",""40245"",""1""
""368"",""362"",""Louisville Metro EMS          "",""40258"",""4""
""369"",""362"",""Louisville Metro EMS          "",""40272"",""3""
""370"",""362"",""Louisville Metro EMS          "",""40291"",""5""
""371"",""362"",""Louisville Metro EMS          "",""40299"",""3""
""372"",""362"",""Louisville Metro EMS          "",""42716       "",""1""
""373"",""362"",""Louisville Metro EMS          "",""42754"",""2""
""374"",""362"",""Louisville Metro EMS          "",""47111"",""1""
""375"",""362"",""Louisville Metro EMS          "",""47122"",""1""
""376"",""362"",""Louisville Metro EMS          "",""47130"",""3""
""377"",""362"",""Louisville Metro EMS          "",""47141"",""1""
""378"",""362"",""Louisville Metro EMS          "",""47145"",""2""
""379"",""362"",""Louisville Metro EMS          "",""47150       "",""2""
""380"",""365"",""Emergency Mgt Agency/MetroSafe"",""40004"",""1""
""381"",""365"",""Emergency Mgt Agency/MetroSafe"",""40010"",""1""
""382"",""365"",""Emergency Mgt Agency/MetroSafe"",""40013"",""1""
""383"",""365"",""Emergency Mgt Agency/MetroSafe"",""40014"",""2""
""384"",""365"",""Emergency Mgt Agency/MetroSafe"",""40019"",""1""
""385"",""365"",""Emergency Mgt Agency/MetroSafe"",""40023"",""1""
""386"",""365"",""Emergency Mgt Agency/MetroSafe"",""40026"",""2""
""387"",""365"",""Emergency Mgt Agency/MetroSafe"",""40031"",""1""
""388"",""365"",""Emergency Mgt Agency/MetroSafe"",""40047"",""6""
""389"",""365"",""Emergency Mgt Agency/MetroSafe"",""40055       "",""1""
""390"",""365"",""Emergency Mgt Agency/MetroSafe"",""40067       "",""1""
""391"",""365"",""Emergency Mgt Agency/MetroSafe"",""40071"",""4""
""392"",""365"",""Emergency Mgt Agency/MetroSafe"",""40104"",""1""
""393"",""365"",""Emergency Mgt Agency/MetroSafe"",""40108"",""1""
""394"",""365"",""Emergency Mgt Agency/MetroSafe"",""40109"",""1""
""395"",""365"",""Emergency Mgt Agency/MetroSafe"",""40146"",""1""
""396"",""365"",""Emergency Mgt Agency/MetroSafe"",""40160"",""1""
""397"",""365"",""Emergency Mgt Agency/MetroSafe"",""40165"",""6""
""398"",""365"",""Emergency Mgt Agency/MetroSafe"",""40202"",""1""
""399"",""365"",""Emergency Mgt Agency/MetroSafe"",""40203       "",""1""
""400"",""365"",""Emergency Mgt Agency/MetroSafe"",""40205"",""2""
""401"",""365"",""Emergency Mgt Agency/MetroSafe"",""40207"",""1""
""402"",""365"",""Emergency Mgt Agency/MetroSafe"",""40210"",""2""
""403"",""365"",""Emergency Mgt Agency/MetroSafe"",""40211"",""3""
""404"",""365"",""Emergency Mgt Agency/MetroSafe"",""40213       "",""3""
""405"",""365"",""Emergency Mgt Agency/MetroSafe"",""40214       "",""5""
""406"",""365"",""Emergency Mgt Agency/MetroSafe"",""40215       "",""3""
""407"",""365"",""Emergency Mgt Agency/MetroSafe"",""40216       "",""10""
""408"",""365"",""Emergency Mgt Agency/MetroSafe"",""40218       "",""6""
""409"",""365"",""Emergency Mgt Agency/MetroSafe"",""40219       "",""4""
""410"",""365"",""Emergency Mgt Agency/MetroSafe"",""40220       "",""6""
""411"",""365"",""Emergency Mgt Agency/MetroSafe"",""40228       "",""2""
""412"",""365"",""Emergency Mgt Agency/MetroSafe"",""40229"",""5""
""413"",""365"",""Emergency Mgt Agency/MetroSafe"",""40241"",""2""
""414"",""365"",""Emergency Mgt Agency/MetroSafe"",""40243"",""3""
""415"",""365"",""Emergency Mgt Agency/MetroSafe"",""40245"",""1""
""416"",""365"",""Emergency Mgt Agency/MetroSafe"",""40258"",""4""
""417"",""365"",""Emergency Mgt Agency/MetroSafe"",""40272"",""3""
""418"",""365"",""Emergency Mgt Agency/MetroSafe"",""40291"",""4""
""419"",""365"",""Emergency Mgt Agency/MetroSafe"",""40299"",""5""
""420"",""365"",""Emergency Mgt Agency/MetroSafe"",""42321"",""1""
""421"",""365"",""Emergency Mgt Agency/MetroSafe"",""47111"",""2""
""422"",""365"",""Emergency Mgt Agency/MetroSafe"",""47112       "",""1""
""423"",""365"",""Emergency Mgt Agency/MetroSafe"",""47122"",""1""
""424"",""365"",""Emergency Mgt Agency/MetroSafe"",""47126"",""2""
""425"",""365"",""Emergency Mgt Agency/MetroSafe"",""47129"",""1""
""426"",""365"",""Emergency Mgt Agency/MetroSafe"",""47130"",""2""
""427"",""365"",""Emergency Mgt Agency/MetroSafe"",""47136"",""1""
""428"",""365"",""Emergency Mgt Agency/MetroSafe"",""47150"",""2""
""429"",""365"",""Emergency Mgt Agency/MetroSafe"",""47520"",""1""
""430"",""370"",""Corrections                   "",""40004"",""1""
""431"",""370"",""Corrections                   "",""40014"",""1""
""432"",""370"",""Corrections                   "",""40019       "",""1""
""433"",""370"",""Corrections                   "",""40023"",""2""
""434"",""370"",""Corrections                   "",""40026"",""4""
""435"",""370"",""Corrections                   "",""40031"",""1""
""436"",""370"",""Corrections                   "",""40047"",""9""
""437"",""370"",""Corrections                   "",""40055"",""1""
""438"",""370"",""Corrections                   "",""40065"",""5""
""439"",""370"",""Corrections                   "",""40067       "",""1""
""440"",""370"",""Corrections                   "",""40071"",""6""
""441"",""370"",""Corrections                   "",""40107"",""1""
""442"",""370"",""Corrections                   "",""40108"",""1""
""443"",""370"",""Corrections                   "",""40109"",""1""
""444"",""370"",""Corrections                   "",""40118"",""3""
""445"",""370"",""Corrections                   "",""40150"",""1""
""446"",""370"",""Corrections                   "",""40160       "",""1""
""447"",""370"",""Corrections                   "",""40165"",""9""
""448"",""370"",""Corrections                   "",""40202"",""1""
""449"",""370"",""Corrections                   "",""40203"",""1""
""450"",""370"",""Corrections                   "",""40205"",""4""
""451"",""370"",""Corrections                   "",""40207"",""3""
""452"",""370"",""Corrections                   "",""40208"",""2""
""453"",""370"",""Corrections                   "",""40210"",""3""
""454"",""370"",""Corrections                   "",""40211"",""8""
""455"",""370"",""Corrections                   "",""40213"",""1""
""456"",""370"",""Corrections                   "",""40214"",""9""
""457"",""370"",""Corrections                   "",""40215"",""4""
""458"",""370"",""Corrections                   "",""40216       "",""27""
""459"",""370"",""Corrections                   "",""40217"",""3""
""460"",""370"",""Corrections                   "",""40218"",""10""
""461"",""370"",""Corrections                   "",""40219       "",""10""
""462"",""370"",""Corrections                   "",""40220"",""5""
""463"",""370"",""Corrections                   "",""40222       "",""1""
""464"",""370"",""Corrections                   "",""40223       "",""3""
""465"",""370"",""Corrections                   "",""40228"",""5""
""466"",""370"",""Corrections                   "",""40229       "",""15""
