5642	241;6;;8;16
5643	242;6;;11;13
5644	243;6;;11;13
5645	244;6;;11;13
5646	245;6;;11;13
5647	246;6;;11;13
5648	247;6;;11;13
5649	248;6;;11;13
5650	249;6;;11;13
5651	250;6;;11;13
5652	251;6;;10;14
5653	252;6;;10;14
5654	253;6;;10;14
5655	254;6;;9;15
5656	255;6;;9;15
5657	256;6;;9;15
5658	257;6;;8;16
5659	258;6;;7;17
5660	259;6;;8;16
5661	260;6;;8;16
5662	261;6;;8;16
5663	262;6;;8;16
5664	263;6;;8;16
5665	264;6;;8;16
5666	265;6;;8;16
5667	266;6;;8;16
5668	267;6;;8;16
5669	268;6;;7;17
5670	269;6;;6;18
5671	270;6;;6;18
5672	271;6;;8;16
5673	272;6;;8;16
5674	273;6;;8;16
5675	274;6;;8;16
5676	275;6;;8;16
5677	276;6;;8;16
5678	277;6;;8;16
5679	278;6;;8;16
5680	279;6;;7;17
5681	280;6;;7;17
5682	281;6;;7;17
5683	282;6;;7;17
5684	283;6;;7;17
5685	284;6;;7;17
5686	285;6;;7;17
5687	286;6;;6;18
5688	287;6;;5;19
5689	288;6;;5;19
5690	289;6;;5;19
5691	290;6;;5;19
5692	291;6;;5;19
5693	292;6;;5;19
5694	293;6;;5;19
5695	294;6;;6;18
5696	295;6;;6;18
5697	296;6;;6;18
5698	297;6;;6;18
5699	298;6;;6;18
5700	299;6;;6;18
5701	300;6;;6;18
5702	301;6;;7;17
5703	302;6;;7;17
5704	303;6;;7;17
5705	304;6;;7;17
5706	305;6;;7;17
5707	306;6;;7;17
5708	307;6;;6;18
5709	308;6;;6;18
5710	309;6;;7;17
5711	310;6;;7;17
5712	311;6;;7;17
5713	312;6;;8;16
5714	313;6;;8;16
5715	314;6;;7;17
5716	315;6;;7;17
5717	316;6;;6;18
5718	317;6;;6;18
5719	318;6;;6;18
5720	319;6;;9;15
5721	320;6;;9;15
5722	321;6;;9;15
5723	322;6;;9;15
5724	323;6;;9;15
5725	324;6;;8;16
5726	325;6;;7;17
5727	326;6;;7;17
5728	327;6;;8;16
5729	328;6;;8;16
5730	329;6;;8;16
5731	330;6;;8;16
5732	331;6;;9;15
5733	332;6;;10;14
5734	333;6;;10;14
5735	334;6;;11;13
5736	335;6;;11;13
5737	336;6;;11;13
5738	337;6;;11;13
5739	338;6;;11;13
5740	339;6;;11;13
5741	340;6;;10;14
5742	341;6;;10;14
5743	342;6;;10;14
5744	343;6;;10;14
5745	344;6;;10;14
5746	345;6;;10;14
5747	346;6;;10;14
5748	347;6;;11;13
5749	348;6;;13;11
5750	349;6;;13;11
5751	350;6;;13;11
5752	351;6;;13;11
5753	352;6;;13;11
5754	353;6;;13;11
5755	354;6;;13;11
5756	355;6;;13;11
5757	356;6;;14;10
5758	357;6;;14;10
5759	358;6;;15;9
5760	359;6;;15;9
5761	360;6;;16;8
5762	361;6;;15;9
5763	362;6;;13;11
5764	363;6;;14;10
5765	364;6;;14;10
5766	365;6;;13;11
5767	366;6;;12;12
5768	367;6;;11;13
5769	368;6;;11;13
5770	369;6;;10;14
5771	370;6;;9;15
5772	371;6;;10;14
5773	372;6;;10;14
5774	373;6;;10;14
5775	374;6;;10;14
5776	375;6;;10;14
5777	376;6;;9;15
5778	377;6;;9;15
5779	378;6;;8;16
5780	379;6;;8;16
5781	380;6;;8;16
5782	381;6;;7;17
5783	382;6;;8;16
5784	383;6;;8;16
5785	384;6;;8;16
5786	385;6;;7;17
5787	386;6;;7;17
5788	387;6;;7;17
5789	388;6;;8;16
5790	389;6;;8;16
5791	390;6;;8;16
5792	391;6;;8;16
5793	392;6;;8;16
5794	393;6;;8;16
5795	394;6;;8;16
5796	395;6;;8;16
5797	396;6;;8;16
5798	397;6;;8;16
5799	398;6;;8;16
5800	399;6;;8;16
5801	400;6;;8;16
6002	201;7;;3;0
6003	202;7;;3;0
6004	203;7;;3;0
6005	204;7;;3;0
6006	205;7;;3;0
6007	206;7;;3;0
6008	207;7;;3;0
6009	208;7;;3;0
6010	209;7;;3;0
6011	210;7;;3;0
6012	211;7;;2;1
6013	212;7;;2;1
6014	213;7;;2;1
6015	214;7;;2;1
6016	215;7;;1;2
6017	216;7;;1;2
6018	217;7;;1;2
6019	218;7;;0;3
6020	219;7;;0;3
6021	220;7;;0;3
6022	221;7;;0;3
6023	222;7;;0;3
6024	223;7;;0;3
6025	224;7;;0;3
6026	225;7;;0;3
6027	226;7;;0;3
6028	227;7;;0;3
6029	228;7;;0;3
6030	229;7;;0;3
6031	230;7;;0;3
6032	231;7;;0;3
6033	232;7;;0;3
6034	233;7;;0;3
6035	234;7;;0;3
6036	235;7;;0;3
6037	236;7;;0;3
6038	237;7;;0;3
6039	238;7;;0;3
6040	239;7;;0;3
6041	240;7;;0;3
6042	241;7;;0;3
6043	242;7;;0;3
6044	243;7;;0;3
6045	244;7;;0;3
6046	245;7;;0;3
6047	246;7;;0;3
6048	247;7;;0;3
6049	248;7;;0;3
6050	249;7;;0;3
6051	250;7;;0;3
6052	251;7;;0;3
6053	252;7;;0;3
6054	253;7;;0;3
6055	254;7;;0;3
6056	255;7;;0;3
6057	256;7;;0;3
6058	257;7;;0;3
6059	258;7;;0;3
6060	259;7;;0;3
6061	260;7;;0;3
6062	261;7;;0;3
6063	262;7;;0;3
6064	263;7;;0;3
6065	264;7;;0;3
6066	265;7;;0;3
6067	266;7;;0;3
6068	267;7;;0;3
6069	268;7;;0;3
6070	269;7;;0;3
6071	270;7;;0;3
6072	271;7;;0;3
6073	272;7;;0;3
6074	273;7;;0;3
6075	274;7;;0;3
6076	275;7;;0;3
6077	276;7;;0;3
6078	277;7;;0;3
6079	278;7;;0;3
6080	279;7;;0;3
6081	280;7;;0;3
6082	281;7;;0;3
6083	282;7;;0;3
6084	283;7;;0;3
6085	284;7;;0;3
6086	285;7;;0;3
6087	286;7;;0;3
6088	287;7;;0;3
6089	288;7;;0;3
6090	289;7;;0;3
6091	290;7;;0;3
6092	291;7;;0;3
6093	292;7;;0;3
6094	293;7;;0;3
6095	294;7;;0;3
6096	295;7;;0;3
6097	296;7;;0;3
6098	297;7;;0;3
6099	298;7;;0;3
6100	299;7;;0;3
6101	300;7;;0;3
6102	301;7;;0;3
6103	302;7;;0;3
6104	303;7;;0;3
6105	304;7;;0;3
6106	305;7;;0;3
6107	306;7;;0;3
6108	307;7;;0;3
6109	308;7;;0;3
6110	309;7;;0;3
6111	310;7;;0;3
6112	311;7;;0;3
6113	312;7;;0;3
6114	313;7;;0;3
6115	314;7;;0;3
6116	315;7;;0;3
6117	316;7;;0;3
6118	317;7;;0;3
6119	318;7;;0;3
6120	319;7;;0;3
6121	320;7;;0;3
6122	321;7;;0;3
6123	322;7;;0;3
6124	323;7;;0;3
6125	324;7;;0;3
6126	325;7;;0;3
6127	326;7;;0;3
6128	327;7;;0;3
6129	328;7;;0;3
6130	329;7;;0;3
6131	330;7;;1;2
6132	331;7;;1;2
6133	332;7;;1;2
6134	333;7;;1;2
6135	334;7;;1;2
6136	335;7;;1;2
6137	336;7;;1;2
6138	337;7;;1;2
6139	338;7;;1;2
6140	339;7;;1;2
6141	340;7;;0;3
6142	341;7;;0;3
6143	342;7;;0;3
6144	343;7;;0;3
6145	344;7;;0;3
6146	345;7;;0;3
6147	346;7;;0;3
6148	347;7;;0;3
6149	348;7;;0;3
6150	349;7;;0;3
6151	350;7;;0;3
6152	351;7;;0;3
6153	352;7;;0;3
6154	353;7;;0;3
6155	354;7;;0;3
6156	355;7;;0;3
6157	356;7;;0;3
6158	357;7;;0;3
6159	358;7;;0;3
6160	359;7;;0;3
6161	360;7;;0;3
6162	361;7;;0;3
6163	362;7;;0;3
6164	363;7;;0;3
6165	364;7;;0;3
6166	365;7;;0;3
6167	366;7;;0;3
6168	367;7;;0;3
6169	368;7;;0;3
6170	369;7;;0;3
6171	370;7;;0;3
6172	371;7;;0;3
6173	372;7;;0;3
6174	373;7;;0;3
6175	374;7;;0;3
6176	375;7;;0;3
6177	376;7;;0;3
6178	377;7;;0;3
6179	378;7;;0;3
6180	379;7;;0;3
6181	380;7;;0;3
6182	381;7;;0;3
6183	382;7;;0;3
6184	383;7;;0;3
6185	384;7;;0;3
6186	385;7;;0;3
6187	386;7;;0;3
6188	387;7;;0;3
6189	388;7;;0;3
6190	389;7;;0;3
6191	390;7;;0;3
6192	391;7;;0;3
6193	392;7;;0;3
6194	393;7;;0;3
6195	394;7;;0;3
6196	395;7;;0;3
6197	396;7;;0;3
6198	397;7;;0;3
6199	398;7;;0;3
6200	399;7;;0;3
6201	400;7;;0;3
