Longitude,Latitude,Relative Height,CPS
3735.2343,14042.0927,28.8,70
3735.2343,14042.0927,28.8,84
3735.2343,14042.0927,28.8,104
3735.2343,14042.0927,28.8,110
3735.2343,14042.0927,28.8,98
3735.2343,14042.0927,28.8,112
3735.2343,14042.0927,28.8,94
3735.2343,14042.0927,28.8,80
3735.2343,14042.0927,28.8,110
3735.2343,14042.0927,28.8,88
3735.2343,14042.0927,28.8,102
3735.2343,14042.0927,28.8,114
3735.2343,14042.0927,28.8,108
3735.2343,14042.0927,28.8,106
3735.2343,14042.0927,28.8,96
3735.2343,14042.0927,28.8,98
3735.2343,14042.0927,28.9,122
3735.2343,14042.0927,28.9,92
3735.2343,14042.0927,28.9,92
3735.2343,14042.0927,28.9,98
3735.2343,14042.0927,28.9,78
3735.2343,14042.0927,28.9,100
3735.2343,14042.0927,28.9,114
3735.2343,14042.0927,28.9,130
3735.2343,14042.0927,28.9,114
3735.2343,14042.0927,29.2,128
3735.2343,14042.0927,29.2,118
3735.2343,14042.0927,29.3,108
3735.2343,14042.0927,29.3,108
3735.2343,14042.0927,29.3,96
3735.2343,14042.0927,29.3,106
3735.2343,14042.0927,29.5,102
3735.2343,14042.0927,29.7,98
3735.2343,14042.0927,29.8,90
3735.2343,14042.0927,29.8,88
3735.2343,14042.0927,29.8,108
3735.2343,14042.0927,29.8,88
3735.2343,14042.0927,29.8,108
3735.2343,14042.0927,29.8,98
3735.2343,14042.0927,29.8,124
3735.2343,14042.0927,29.8,108
3735.2343,14042.0927,29.8,96
3735.2343,14042.0927,29.8,92
3735.2343,14042.0927,29.8,116
3735.2343,14042.0927,29.8,134
3735.2343,14042.0927,29.8,118
3735.2343,14042.0927,29.8,124
3735.2343,14042.0927,29.8,84
3735.2343,14042.0927,29.8,114
3735.2343,14042.0927,29.8,112
3735.2343,14042.0927,29.9,96
3735.2346,14042.0927,27.7,118
3735.2346,14042.0927,27.7,86
3735.2346,14042.0927,28.3,134
3735.2346,14042.0927,28.3,106
3735.2346,14042.0927,28.7,68
3735.2346,14042.0927,28.7,98
3735.2346,14042.0927,28.7,74
3735.2346,14042.0927,28.7,100
3735.2346,14042.0927,28.7,94
3735.2346,14042.0927,28.7,108
3735.2346,14042.0927,28.7,94
3735.2346,14042.0927,28.7,98
3735.2346,14042.0927,28.7,96
3735.2346,14042.0927,28.7,92
3735.2346,14042.0927,28.7,110
3735.2346,14042.0927,28.7,100
3735.2346,14042.0927,28.7,124
3735.2346,14042.0927,28.8,88
3735.2346,14042.0927,28.8,96
3735.2346,14042.0927,28.8,98
3735.2346,14042.0927,28.8,118
3735.2346,14042.0927,28.8,84
3735.2346,14042.0927,29.7,106
3735.2346,14042.0927,29.7,100
3735.2346,14042.0927,29.7,94
3735.2346,14042.0927,29.7,120
3735.2346,14042.0927,29.7,92
3735.2346,14042.0927,29.7,110
3735.2346,14042.0927,29.7,108
3735.2346,14042.0927,29.7,98
3735.2346,14042.0927,29.8,114
3735.2346,14042.0927,29.8,94
3735.2346,14042.0927,29.8,106
3735.2346,14042.0927,29.8,116
3735.2351,14042.0927,27.7,90
3735.2351,14042.0927,27.7,96
3735.2351,14042.0927,28.3,120
3735.2351,14042.0927,28.3,110
3735.2351,14042.0927,28.3,116
3735.2351,14042.0927,28.4,116
3735.2351,14042.0927,28.6,94
3735.2351,14042.0927,28.6,82
3735.2351,14042.0927,28.6,132
3735.2351,14042.0927,28.6,102
3735.2351,14042.0927,28.6,82
3735.2351,14042.0927,28.6,102
3735.2351,14042.0927,28.6,100
3735.2351,14042.0927,28.6,114
3735.2351,14042.0927,28.6,98
3735.2351,14042.0927,28.7,60
3735.2351,14042.0927,28.7,124
3735.2351,14042.0927,29.8,90
3735.2351,14042.0927,29.8,110
3735.2351,14042.0927,29.8,104
3735.2355,14042.0927,27.7,98
3735.2355,14042.0927,27.7,100
3735.2355,14042.0927,27.7,102
3735.2355,14042.0927,27.7,96
3735.2355,14042.0927,28.4,108
3735.2355,14042.0927,28.4,110
3735.2355,14042.0927,28.4,110
3735.2355,14042.0927,28.4,136
3735.2355,14042.0927,28.4,100
3735.2355,14042.0927,28.4,150
3735.2355,14042.0927,28.4,104
3735.2355,14042.0927,28.4,84
3735.2355,14042.0927,28.4,98
3735.2355,14042.0927,28.5,102
3735.2355,14042.0927,28.5,96
3735.2355,14042.0927,28.5,92
3735.2358,14042.0927,26.8,118
3735.2358,14042.0927,26.9,96
3735.2358,14042.0927,26.9,92
3735.2358,14042.0927,26.9,102
3735.2358,14042.0927,26.9,134
3735.2358,14042.0927,26.9,102
3735.2358,14042.0927,27.7,82
3735.2358,14042.0927,27.7,112
3735.2358,14042.0927,27.7,62
3735.2358,14042.0927,27.7,126
3735.2358,14042.0927,27.7,106
3735.2358,14042.0927,27.7,110
3735.2358,14042.0927,27.8,110
3735.2358,14042.0927,27.8,120
3735.2358,14042.0927,27.8,106
3735.2358,14042.0927,27.8,96
3735.2358,14042.0927,27.8,100
3735.2363,14042.0927,26.7,94
3735.2363,14042.0927,26.7,90
3735.2363,14042.0927,26.8,102
3735.2363,14042.0927,26.8,98
3735.2363,14042.0927,26.8,84
3735.2363,14042.0927,26.8,112
3735.2363,14042.0927,26.8,110
3735.2363,14042.0927,26.8,104
3735.2363,14042.0927,26.8,116
3735.2363,14042.0927,26.8,110
3735.2363,14042.0927,26.8,98
3735.2363,14042.0927,26.8,116
3735.2363,14042.0927,26.8,138
3735.2363,14042.0927,26.9,102
3735.2363,14042.0927,26.9,120
3735.2363,14042.0927,26.9,104
3735.2363,14042.0927,26.9,108
3735.2363,14042.0927,26.9,102
3735.2363,14042.0927,26.9,114
3735.2363,14042.0927,26.9,80
3735.2363,14042.0927,26.9,96
3735.2363,14042.0927,26.9,146
3735.2363,14042.0927,26.9,106
3735.2363,14042.0927,26.9,80
3735.2363,14042.0927,26.9,78
3735.2363,14042.0927,26.9,90
3735.2363,14042.0927,26.9,90
3735.2363,14042.0927,27.7,76
3735.2363,14042.0927,27.7,110
3735.2363,14042.0927,27.7,98
3735.2363,14042.0927,27.7,94
3735.2363,14042.0927,27.7,92
3735.2363,14042.0927,27.7,104
3735.2368,14042.0927,26.7,92
3735.2368,14042.0927,26.8,92
3735.2368,14042.0927,26.8,106
3735.2368,14042.0927,26.8,88
3735.2368,14042.0927,26.8,102
3735.2368,14042.0927,26.8,118
3735.2368,14042.0927,26.9,96
3735.2368,14042.0927,26.9,86
3735.2368,14042.0927,27.7,106
3735.2375,14042.0927,27.9,100
3735.2375,14042.0927,27.9,126
3735.2377,14042.0927,9.4,166
3735.2377,14042.0927,9.6,144
3735.2377,14042.0927,28.0,120
3735.2377,14042.0927,28.0,78
3735.2382,14042.0927,17.3,152
3735.2382,14042.0927,18.1,140
3735.2382,14042.0927,26.7,80
3735.2382,14042.0927,26.7,96
3735.2382,14042.0927,26.7,132
3735.2382,14042.0927,26.7,88
3735.2382,14042.0927,26.7,90
3735.2382,14042.0927,26.7,102
3735.2382,14042.0927,26.7,80
3735.2382,14042.0927,26.7,100
3735.2382,14042.0927,26.7,88
3735.2382,14042.0927,26.7,78
3735.2382,14042.0927,26.7,102
3735.2382,14042.0927,26.7,114
3735.2382,14042.0927,26.7,76
3735.2382,14042.0927,26.7,104
3735.2382,14042.0927,26.7,94
3735.2382,14042.0927,26.7,100
3735.2382,14042.0927,26.7,90
3735.2382,14042.0927,26.7,106
3735.2382,14042.0927,26.7,102
3735.2387,14042.0927,10.4,168
3735.2387,14042.0927,10.4,128
3735.2387,14042.0927,11.0,164
3735.2387,14042.0927,11.2,172
3735.2387,14042.0927,11.5,142
3735.2387,14042.0927,11.5,176
3735.2399,14042.0927,17.1,122
3735.2399,14042.0927,20.5,118
3735.2412,14042.0927,13.9,138
3735.2412,14042.0927,14.2,156
3735.2414,14042.0927,11.8,158
3735.2414,14042.0927,13.6,164
3735.2414,14042.0927,20.3,98
3735.2414,14042.0927,20.6,136
3735.2421,14042.0927,11.7,222
3735.2421,14042.0927,16.0,174
3735.2431,14042.0927,16.6,160
3735.2431,14042.0927,16.8,174
3735.2434,14042.0927,14.6,136
3735.2434,14042.0927,14.8,158
3735.2434,14042.0927,16.9,126
3735.2434,14042.0927,20.1,152
3735.2438,14042.0927,13.5,148
3735.2438,14042.0927,13.6,132
3735.2438,14042.0927,23.1,94
3735.2438,14042.0927,23.6,136
3735.2438,14042.0927,23.7,124
3735.2438,14042.0927,23.9,154
3735.2438,14042.0927,24.8,122
3735.2438,14042.0927,25.2,128
3735.2438,14042.0927,25.3,152
3735.2438,14042.0927,25.3,174
3735.2438,14042.0927,25.5,110
3735.2438,14042.0927,25.6,126
3735.2438,14042.0927,25.6,124
3735.2443,14042.0927,15.9,150
3735.2443,14042.0927,16.2,132
3735.2443,14042.0927,23.1,128
3735.2443,14042.0927,23.4,138
3735.2443,14042.0927,25.5,116
3735.2443,14042.0927,25.6,148
3735.2443,14042.0927,25.6,164
3735.2443,14042.0927,25.6,96
3735.2443,14042.0927,25.6,114
3735.2443,14042.0927,25.6,142
3735.2443,14042.0927,25.6,118
3735.2443,14042.0927,25.6,114
3735.2446,14042.0927,25.5,148
3735.2446,14042.0927,25.5,132
3735.2446,14042.0927,25.5,140
3735.2446,14042.0927,25.6,130
3735.2446,14042.0927,25.6,152
3735.2446,14042.0927,25.6,134
3735.2446,14042.0927,25.6,120
3735.2446,14042.0927,25.6,146
3735.2446,14042.0927,25.6,170
3735.2446,14042.0927,25.6,106
3735.2446,14042.0927,25.6,142
3735.2446,14042.0927,25.8,142
3735.2446,14042.0927,25.8,110
3735.2446,14042.0927,25.8,136
3735.2446,14042.0927,25.9,146
3735.2446,14042.0927,25.9,136
3735.2446,14042.0927,25.9,116
3735.2446,14042.0927,25.9,144
3735.2446,14042.0927,25.9,136
3735.2451,14042.0927,24.9,116
3735.2451,14042.0927,24.9,124
3735.2451,14042.0927,24.9,120
3735.2451,14042.0927,24.9,154
3735.2451,14042.0927,24.9,152
3735.2451,14042.0927,25.0,152
3735.2451,14042.0927,25.0,104
3735.2451,14042.0927,25.0,124
3735.2451,14042.0927,25.0,150
3735.2451,14042.0927,25.0,112
3735.2451,14042.0927,25.0,168
3735.2451,14042.0927,25.0,152
3735.2451,14042.0927,25.0,152
3735.2451,14042.0927,25.0,156
3735.2451,14042.0927,25.0,132
3735.2451,14042.0927,25.4,140
3735.2451,14042.0927,25.4,128
3735.2451,14042.0927,25.4,102
3735.2451,14042.0927,25.4,142
3735.2451,14042.0927,25.4,116
3735.2451,14042.0927,25.4,128
3735.2451,14042.0927,25.4,100
3735.2451,14042.0927,25.4,164
3735.2451,14042.0927,25.4,146
3735.2451,14042.0927,25.4,122
3735.2451,14042.0927,25.4,132
3735.2451,14042.0927,25.4,154
3735.2451,14042.0927,25.4,134
3735.2451,14042.0927,25.4,126
3735.2451,14042.0927,25.4,142
3735.2451,14042.0927,25.4,152
3735.2451,14042.0927,25.4,162
3735.2451,14042.0927,25.4,140
3735.2451,14042.0927,25.4,174
3735.2451,14042.0927,25.4,130
3735.2451,14042.0927,25.4,140
3735.2451,14042.0927,25.4,118
3735.2451,14042.0927,25.4,124
3735.2451,14042.0927,25.4,140
3735.2451,14042.0927,25.4,116
3735.2451,14042.0927,25.4,138
3735.2451,14042.0927,25.5,128
3735.2451,14042.0927,25.5,120
3735.2451,14042.0927,25.5,108
3735.2451,14042.0927,25.5,116
3735.2451,14042.0927,25.5,136
3735.2451,14042.0927,25.5,148
3735.2451,14042.0927,25.5,146
3735.2451,14042.0927,25.5,110
3735.2451,14042.0927,25.5,118
3735.2451,14042.0927,25.5,142
3735.2451,14042.0927,25.5,130
3735.2451,14042.0927,25.5,154
3735.2451,14042.0927,25.5,164
3735.2451,14042.0927,25.5,142
3735.2451,14042.0927,25.5,108
3735.2451,14042.0927,25.5,154
3735.2451,14042.0927,25.5,124
3735.2451,14042.0927,25.5,120
3735.2451,14042.0927,25.5,122
3735.2451,14042.0927,25.5,150
3735.2451,14042.0927,25.5,152
3735.2451,14042.0927,25.5,136
3735.2451,14042.0927,25.5,174
3735.2451,14042.0927,25.5,140
3735.2451,14042.0927,25.5,164
3735.2451,14042.0927,25.5,106
3735.2451,14042.0927,25.5,126
3735.2451,14042.0927,25.5,132
3735.2451,14042.0927,25.5,128
3735.2451,14042.0927,25.5,126
3735.2451,14042.0927,25.5,144
3735.2451,14042.0927,25.5,124
3735.2451,14042.0927,25.5,114
3735.2451,14042.0927,25.5,134
3735.2451,14042.0927,25.5,160
3735.2451,14042.0927,25.5,142
3735.2451,14042.0927,25.5,102
3735.2451,14042.0927,25.5,130
3735.2451,14042.0927,25.5,114
3735.2451,14042.0927,25.5,102
3735.2451,14042.0927,25.5,122
3735.2451,14042.0927,25.5,112
3735.2451,14042.0927,25.5,116
3735.2451,14042.0927,25.5,146
3735.2451,14042.0927,25.5,116
3735.2451,14042.0927,25.5,106
3735.2451,14042.0927,25.5,126
3735.2451,14042.0927,25.5,120
3735.2451,14042.0927,25.5,144
3735.2451,14042.0927,25.5,124
3735.2451,14042.0927,25.5,130
3735.2451,14042.0927,25.5,134
3735.2451,14042.0927,25.5,174
3735.2451,14042.0927,25.5,140
3735.2451,14042.0927,25.5,154
3735.2451,14042.0927,25.5,128
3735.2451,14042.0927,25.5,162
3735.2451,14042.0927,25.5,150
3735.2451,14042.0927,25.5,126
3735.2451,14042.0927,25.5,116
3735.2451,14042.0927,25.5,122
3735.2451,14042.0927,25.5,150
3735.2451,14042.0927,25.5,140
3735.2451,14042.0927,25.5,134
3735.2451,14042.0927,25.5,124
3735.2451,14042.0927,25.5,118
3735.2451,14042.0927,25.5,162
3735.2451,14042.0927,25.5,184
3735.2451,14042.0927,25.5,112
3735.2451,14042.0927,25.6,124
3735.2451,14042.0927,25.6,148
3735.2451,14042.0927,25.6,100
3735.2451,14042.0927,25.6,148
3735.2451,14042.0927,25.6,150
3735.2451,14042.0927,25.6,128
3735.2451,14042.0927,25.8,124
3735.2451,14042.0927,25.8,126
3735.2451,14042.0927,25.8,144
3735.2451,14042.0927,25.8,130
3735.2451,14042.0927,25.8,110
3735.2451,14042.0927,25.8,120
3735.2451,14042.0927,25.8,124
3735.2451,14042.0927,25.8,122
3735.2451,14042.0927,25.8,122
3735.2451,14042.0927,25.8,128
3735.2451,14042.0927,25.8,168
3735.2451,14042.0927,25.8,130
3735.2451,14042.0927,25.8,142
3735.2451,14042.0927,25.8,124
3735.2451,14042.0927,25.8,130
3735.2451,14042.0927,25.8,132
3735.2451,14042.0927,25.8,162
3735.2451,14042.0927,25.8,162
3735.2451,14042.0927,25.8,132
3735.2451,14042.0927,25.8,142
3735.2451,14042.0927,25.8,148
3735.2451,14042.0927,25.8,142
3735.2451,14042.0927,25.8,138
3735.2451,14042.0927,25.8,146
3735.2451,14042.0927,25.8,148
3735.2451,14042.0927,25.8,130
3735.2451,14042.0927,25.8,124
3735.2451,14042.0927,25.8,148
3735.2451,14042.0927,25.8,146
3735.2451,14042.0927,25.8,146
3735.2451,14042.0927,25.9,136
3735.2451,14042.0927,25.9,120
3735.2451,14042.0927,25.9,162
3735.2451,14042.0927,25.9,144
3735.2451,14042.0927,25.9,142
3735.2451,14042.0927,25.9,166
3735.2451,14042.0927,25.9,130
3735.2451,14042.0927,25.9,106
3735.2451,14042.0927,25.9,140
3735.2451,14042.0927,25.9,126
3735.2451,14042.0927,25.9,128
3735.2451,14042.0927,25.9,118
3735.2451,14042.0927,25.9,126
3735.2451,14042.0927,25.9,146
3735.2451,14042.0927,25.9,154
3735.2451,14042.0927,25.9,110
3735.2451,14042.0927,25.9,138
3735.2451,14042.0927,25.9,112
3735.2451,14042.0927,25.9,142
3735.2451,14042.0927,25.9,152
3735.2451,14042.0927,25.9,140
3735.2451,14042.0927,25.9,126
3735.2451,14042.0927,25.9,140
3735.2451,14042.0927,25.9,164
3735.2451,14042.0927,25.9,128
3735.2451,14042.0927,25.9,122
3735.2451,14042.0927,25.9,146
3735.2451,14042.0927,25.9,130
3735.2451,14042.0927,25.9,146
3735.2451,14042.0927,25.9,132
3735.2451,14042.0927,25.9,126
3735.2451,14042.0927,25.9,146
3735.2451,14042.0927,25.9,124
3735.2451,14042.0927,25.9,150
3735.2451,14042.0927,25.9,144
3735.2451,14042.0927,25.9,118
3735.2451,14042.0927,25.9,118
3735.2451,14042.0927,25.9,138
3735.2451,14042.0927,25.9,142
3735.2451,14042.0927,25.9,120
3735.2451,14042.0927,25.9,140
3735.2451,14042.0927,25.9,118
3735.2451,14042.0927,25.9,142
3735.2451,14042.0927,25.9,142
3735.2451,14042.0927,25.9,140
3735.2451,14042.0927,25.9,172
3735.2451,14042.0927,25.9,116
3735.2451,14042.0927,25.9,142
3735.2451,14042.0927,25.9,128
3735.2451,14042.0927,25.9,136
3735.2451,14042.0927,25.9,120
3735.2451,14042.0927,25.9,162
3735.2451,14042.0927,25.9,130
3735.2456,14042.0927,24.5,114
3735.2456,14042.0927,24.5,142
3735.2456,14042.0927,24.6,118
3735.2456,14042.0927,24.6,130
3735.2456,14042.0927,24.6,122
3735.2456,14042.0927,24.8,98
3735.2456,14042.0927,24.9,138
3735.2458,14042.0927,19.3,148
3735.2458,14042.0927,19.5,152
3735.2458,14042.0927,20.0,146
3735.2458,14042.0927,20.3,114
3735.2458,14042.0927,24.5,134
3735.2458,14042.0927,24.5,144
3735.2458,14042.0927,24.5,138
3735.2458,14042.0927,24.6,120
3735.2458,14042.0927,24.6,102
3735.2458,14042.0927,24.6,136
3735.2463,14042.0927,24.5,110
3735.2463,14042.0927,24.5,130
3735.2463,14042.0927,24.5,128
3735.2463,14042.0927,24.6,154
3735.2463,14042.0927,24.6,134
3735.2463,14042.0927,24.6,136
3735.2463,14042.0927,24.6,132
3735.2463,14042.0927,24.6,114
3735.2468,14042.0927,23.8,142
3735.2468,14042.0927,23.9,138
3735.2468,14042.0927,23.9,130
3735.247,14042.0927,23.9,156
3735.247,14042.0927,23.9,152
3735.247,14042.0927,23.9,138
3735.247,14042.0927,23.9,126
3735.2475,14042.0927,21.5,144
3735.2475,14042.0927,21.5,136
3735.2478,14042.0927,21.5,120
3735.2478,14042.0927,21.5,136
3735.2482,14042.0927,21.5,152
3735.2482,14042.0927,21.5,114
3735.2487,14042.0927,12.1,130
3735.2487,14042.0927,12.2,156
3735.2487,14042.0927,12.3,124
3735.2487,14042.0927,12.4,198
3735.249,14042.0927,12.1,184
3735.249,14042.0927,12.2,176
3735.2495,14042.0927,12.2,136
3735.2495,14042.0927,12.2,188
3735.2495,14042.0927,12.2,118
3735.2495,14042.0927,12.2,184
3735.25,14042.0927,9.5,168
3735.25,14042.0927,10.3,156
3735.25,14042.0927,12.2,164
3735.25,14042.0927,12.3,132
3735.25,14042.0927,12.4,144
3735.25,14042.0927,12.5,114
3735.2502,14042.0927,12.7,158
3735.2502,14042.0927,12.7,126
3735.2502,14042.0927,12.7,128
3735.2502,14042.0927,12.7,132
3735.2512,14042.0927,12.7,166
3735.2512,14042.0927,12.9,132
3735.1206,14042.0908,8.5,190
3735.1206,14042.0908,8.7,224
3735.1215,14042.0908,10.6,216
3735.1215,14042.0908,11.1,176
3735.1218,14042.0908,8.3,102
3735.1218,14042.0908,8.3,108
3735.1218,14042.0908,8.3,124
3735.1218,14042.0908,8.3,116
3735.1323,14042.0908,11.7,194
3735.133,14042.0908,11.2,234
3735.133,14042.0908,11.7,164
3735.1335,14042.0908,10.8,208
3735.1335,14042.0908,11.1,208
3735.1418,14042.0908,8.9,164
3735.1418,14042.0908,9.4,150
3735.1423,14042.0908,9.6,144
3735.1423,14042.0908,9.9,148
3735.1437,14042.0908,11.3,174
3735.1437,14042.0908,11.9,182
3735.1447,14042.0908,11.8,154
3735.145,14042.0908,11.6,136
3735.145,14042.0908,12.1,150
3735.1518,14042.0908,10.2,144
3735.1518,14042.0908,10.2,174
3735.1523,14042.0908,10.5,138
3735.1523,14042.0908,11.0,184
3735.1525,14042.0908,9.7,188
3735.1525,14042.0908,9.7,214
3735.1525,14042.0908,10.8,168
3735.1525,14042.0908,10.9,182
3735.153,14042.0908,3.7,134
3735.153,14042.0908,9.5,168
3735.153,14042.0908,10.8,200
3735.153,14042.0908,10.8,160
3735.1535,14042.0908,3.5,174
3735.1535,14042.0908,3.7,172
3735.1787,14042.0908,7.4,218
3735.1787,14042.0908,6.9,154
3735.1787,14042.0908,8.8,194
3735.1787,14042.0908,8.0,184
3735.1787,14042.0908,10.3,158
3735.1823,14042.0908,5.5,124
3735.1823,14042.0908,5.8,118
3735.1826,14042.0908,6.0,158
3735.1826,14042.0908,6.0,130
3735.1826,14042.0908,6.1,130
3735.1826,14042.0908,6.1,132
3735.1831,14042.0908,5.8,194
3735.1831,14042.0908,6.0,194
3735.1838,14042.0908,5.6,140
3735.1838,14042.0908,6.1,184
3735.1843,14042.0908,6.1,182
3735.1843,14042.0908,6.1,180
3735.1992,14042.0908,13.5,164
3735.1992,14042.0908,13.5,222
3735.1992,14042.0908,13.6,212
3735.1992,14042.0908,13.8,182
3735.1992,14042.0908,14.1,212
3735.1994,14042.0908,13.6,170
3735.1994,14042.0908,13.6,194
3735.1994,14042.0908,13.8,182
3735.1994,14042.0908,13.9,276
3735.1994,14042.0908,14.1,250
3735.1994,14042.0908,14.1,242
3735.1999,14042.0908,14.0,236
3735.2006,14042.0908,13.3,174
3735.2006,14042.0908,13.7,176
3735.2006,14042.0908,14.3,244
3735.2006,14042.0908,14.8,192
3735.2011,14042.0908,14.1,232
3735.2011,14042.0908,10.2,212
3735.2019,14042.0908,10.4,158
3735.2019,14042.0908,10.4,162
3735.2023,14042.0908,10.2,172
3735.2023,14042.0908,10.4,190
3735.2062,14042.0908,8.7,156
3735.2062,14042.0908,8.9,150
3735.2062,14042.0908,9.7,148
3735.2062,14042.0908,9.7,150
3735.2062,14042.0908,9.8,142
3735.2062,14042.0908,10.0,194
3735.2062,14042.0908,13.1,140
3735.2062,14042.0908,13.5,128
3735.2067,14042.0908,8.7,110
3735.2067,14042.0908,8.7,142
3735.2067,14042.0908,8.7,158
3735.2067,14042.0908,8.9,148
3735.2067,14042.0908,9.1,146
3735.2067,14042.0908,9.1,156
3735.2067,14042.0908,9.1,154
3735.2067,14042.0908,9.2,136
3735.2067,14042.0908,9.2,156
3735.2067,14042.0908,9.7,134
3735.207,14042.0908,9.4,178
3735.207,14042.0908,9.5,214
3735.2075,14042.0908,9.9,208
3735.208,14042.0908,10.7,176
3735.208,14042.0908,10.7,244
3735.208,14042.0908,10.8,134
3735.208,14042.0908,10.9,146
3735.2082,14042.0908,10.8,172
3735.2082,14042.0908,10.8,164
3735.2087,14042.0908,10.0,112
3735.2087,14042.0908,10.0,122
3735.2087,14042.0908,10.1,116
3735.2087,14042.0908,10.8,126
3735.2087,14042.0908,10.8,142
3735.2087,14042.0908,10.9,150
3735.2087,14042.0908,10.9,154
3735.2089,14042.0908,10.0,162
3735.2089,14042.0908,10.0,92
3735.2089,14042.0908,10.3,134
3735.2089,14042.0908,10.6,136
3735.2124,14042.0908,26.5,198
3735.2124,14042.0908,27.1,166
3735.2131,14042.0908,26.7,204
3735.2131,14042.0908,27.0,180
3735.2143,14042.0908,27.0,302
3735.2143,14042.0908,27.3,244
3735.215,14042.0908,27.1,264
3735.215,14042.0908,27.3,220
3735.2155,14042.0908,27.7,284
3735.2163,14042.0908,27.7,238
3735.2163,14042.0908,27.9,308
3735.217,14042.0908,27.2,246
3735.217,14042.0908,27.9,248
3735.217,14042.0908,28.0,212
3735.217,14042.0908,28.4,152
3735.217,14042.0908,28.7,158
3735.217,14042.0908,28.8,218
3735.217,14042.0908,29.1,128
3735.2175,14042.0908,28.2,210
3735.2175,14042.0908,28.3,224
3735.2175,14042.0908,28.5,252
3735.2175,14042.0908,28.8,228
3735.2175,14042.0908,28.8,172
3735.2175,14042.0908,28.8,210
3735.2175,14042.0908,29.4,172
3735.2175,14042.0908,29.5,218
3735.2175,14042.0908,29.7,182
3735.2175,14042.0908,29.9,178
3735.2175,14042.0908,29.9,238
3735.2175,14042.0908,29.9,236
3735.2187,14042.0908,5.9,162
3735.2187,14042.0908,6.0,182
3735.2189,14042.0908,5.5,148
3735.2189,14042.0908,5.6,174
3735.2224,14042.0908,26.2,158
3735.2224,14042.0908,26.2,182
3735.2231,14042.0908,26.2,150
3735.2231,14042.0908,26.2,168
3735.2238,14042.0908,26.1,174
3735.2238,14042.0908,26.1,168
3735.227,14042.0908,23.5,188
3735.227,14042.0908,23.7,160
3735.228,14042.0908,23.9,134
3735.228,14042.0908,23.9,132
3735.2282,14042.0908,23.5,166
3735.2282,14042.0908,24.0,174
3735.2282,14042.0908,24.2,188
3735.2287,14042.0908,23.5,134
3735.2287,14042.0908,23.9,154
3735.2287,14042.0908,24.0,178
3735.2287,14042.0908,24.2,232
3735.2294,14042.0908,23.9,124
3735.2294,14042.0908,24.2,176
3735.2294,14042.0908,24.2,144
3735.2294,14042.0908,24.3,130
3735.2302,14042.0908,23.2,128
3735.2302,14042.0908,23.2,128
3735.2302,14042.0908,23.2,132
3735.2302,14042.0908,23.5,122
3735.2307,14042.0908,23.2,106
3735.2307,14042.0908,23.5,128
3735.2333,14042.0908,27.8,96
3735.2333,14042.0908,27.9,76
3735.2333,14042.0908,27.9,106
3735.2333,14042.0908,27.9,98
3735.2333,14042.0908,27.9,112
3735.2333,14042.0908,27.9,80
3735.2333,14042.0908,27.9,86
3735.2333,14042.0908,27.9,92
3735.2333,14042.0908,27.9,84
3735.2333,14042.0908,27.9,104
3735.2333,14042.0908,27.9,112
3735.2333,14042.0908,27.9,92
3735.2333,14042.0908,27.9,118
3735.2333,14042.0908,27.9,90
3735.2333,14042.0908,27.9,100
3735.2333,14042.0908,27.9,104
3735.2333,14042.0908,27.9,122
3735.2333,14042.0908,29.4,108
3735.2333,14042.0908,29.4,102
3735.2333,14042.0908,29.4,112
3735.2333,14042.0908,29.5,76
3735.2338,14042.0908,25.8,124
3735.2338,14042.0908,26.0,134
3735.2338,14042.0908,27.7,82
3735.2338,14042.0908,27.8,98
3735.2338,14042.0908,27.8,104
3735.2338,14042.0908,27.8,106
3735.2338,14042.0908,27.9,106
3735.2338,14042.0908,27.9,88
3735.2338,14042.0908,27.9,100
3735.2338,14042.0908,27.9,88
3735.2338,14042.0908,27.9,116
3735.2338,14042.0908,27.9,84
3735.2338,14042.0908,27.9,84
3735.2338,14042.0908,27.9,110
3735.2338,14042.0908,27.9,110
3735.2338,14042.0908,27.9,98
3735.2338,14042.0908,27.9,68
3735.2338,14042.0908,27.9,102
3735.2338,14042.0908,27.9,120
3735.2338,14042.0908,27.9,98
3735.2338,14042.0908,27.9,98
3735.2338,14042.0908,27.9,92
3735.2338,14042.0908,27.9,100
3735.2338,14042.0908,27.9,110
3735.2338,14042.0908,27.9,94
3735.2338,14042.0908,27.9,114
3735.2338,14042.0908,27.9,100
3735.2338,14042.0908,27.9,88
3735.2338,14042.0908,27.9,100
3735.2338,14042.0908,27.9,76
3735.2338,14042.0908,27.9,90
3735.2338,14042.0908,27.9,110
3735.2338,14042.0908,27.9,104
3735.2338,14042.0908,27.9,96
3735.2338,14042.0908,27.9,94
3735.2338,14042.0908,27.9,120
3735.2338,14042.0908,27.9,108
3735.2338,14042.0908,27.9,102
3735.2338,14042.0908,27.9,108
3735.2338,14042.0908,27.9,112
3735.2338,14042.0908,27.9,90
3735.2338,14042.0908,27.9,104
3735.2338,14042.0908,27.9,82
3735.2338,14042.0908,27.9,136
3735.2338,14042.0908,27.9,110
3735.2338,14042.0908,27.9,116
3735.2338,14042.0908,27.9,102
3735.2338,14042.0908,27.9,108
3735.2338,14042.0908,27.9,114
3735.2338,14042.0908,27.9,94
3735.2338,14042.0908,27.9,84
